;SEG;TER;QUA;QUI;SEX;
07h00;;;;;;
08h00;;;COM10128 Algoritmos_Numericos;;;
09h00;;;COM10128 Algoritmos_Numericos;;;
10h00;;;;;;
11h00;;;;;;
13h30;;;;;COM10128 Algoritmos_Numericos;
14h30;;;;;COM10128 Algoritmos_Numericos;
15h30;;;;;;
16h30;;;;;;
18h20;;;;;;
19h10;;;;;;
20h00;;;;;;
21h00;;;;;;
21h50;;;;;;
